level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1280	10619	-1	
2	1	1	0	0	0	714	43	107	3	-1	
3	1	1	1	0	0	714	43	107	3	-1	
4	1	1	1	1	0	714	43	107	3	-1	
5	1	1	1	1	1	714	43	107	3	15	Pe
2	1	2	0	0	0	714	37	107	3	-1	
3	1	2	1	0	0	714	37	107	3	-1	
4	1	2	1	1	0	714	37	107	3	-1	
5	1	2	1	1	1	714	37	107	3	22	————
2	1	3	0	0	0	744	48	27	3	-1	
3	1	3	1	0	0	744	48	27	3	-1	
4	1	3	1	1	0	744	48	27	3	-1	
5	1	3	1	1	1	744	48	27	3	35	=
2	1	4	0	0	0	744	60	71	3	-1	
3	1	4	1	0	0	744	60	71	3	-1	
4	1	4	1	1	0	744	60	71	3	-1	
5	1	4	1	1	1	744	60	25	3	85	=
5	1	4	1	1	2	779	60	36	3	58	==
2	1	5	0	0	0	841	36	58	15	-1	
3	1	5	1	0	0	841	36	58	15	-1	
4	1	5	1	1	0	841	36	58	15	-1	
5	1	5	1	1	1	841	36	58	15	9	ees
2	1	6	0	0	0	714	71	107	3	-1	
3	1	6	1	0	0	714	71	107	3	-1	
4	1	6	1	1	0	714	71	107	3	-1	
5	1	6	1	1	1	714	71	107	3	26	pa
2	1	7	0	0	0	744	65	44	3	-1	
3	1	7	1	0	0	744	65	44	3	-1	
4	1	7	1	1	0	744	65	44	3	-1	
5	1	7	1	1	1	744	65	44	3	37	a
2	1	8	0	0	0	841	54	39	10	-1	
3	1	8	1	0	0	841	54	39	10	-1	
4	1	8	1	1	0	841	54	39	10	-1	
5	1	8	1	1	1	841	54	39	10	28	Pua
2	1	9	0	0	0	714	77	74	3	-1	
3	1	9	1	0	0	714	77	74	3	-1	
4	1	9	1	1	0	714	77	74	3	-1	
5	1	9	1	1	1	714	77	74	3	1	SS
5	1	9	1	1	2	775	61	5	28	1	=
2	1	10	0	0	0	806	77	21	3	-1	
3	1	10	1	0	0	806	77	21	3	-1	
4	1	10	1	1	0	806	77	21	3	-1	
5	1	10	1	1	1	806	77	21	3	23	—
2	1	11	0	0	0	841	69	55	11	-1	
3	1	11	1	0	0	841	69	55	11	-1	
4	1	11	1	1	0	841	69	55	11	-1	
5	1	11	1	1	1	841	69	55	11	6	Pls
2	1	12	0	0	0	715	159	314	25	-1	
3	1	12	1	0	0	715	159	314	25	-1	
4	1	12	1	1	0	715	159	314	25	-1	
5	1	12	1	1	1	715	159	37	20	0	siacm
5	1	12	1	1	2	761	159	52	20	24	dant
5	1	12	1	1	3	804	155	20	33	0	-m
5	1	12	1	1	4	822	161	22	18	0	con
5	1	12	1	1	5	854	160	102	24	0	olUla-VmKOR
5	1	12	1	1	6	965	159	64	20	0	ield.e
2	1	13	0	0	0	715	215	42	15	-1	
3	1	13	1	0	0	715	215	42	15	-1	
4	1	13	1	1	0	715	215	42	15	-1	
5	1	13	1	1	1	715	215	42	15	92	Empo
2	1	14	0	0	0	804	214	182	16	-1	
3	1	14	1	0	0	804	214	182	16	-1	
4	1	14	1	1	0	804	214	182	16	-1	
5	1	14	1	1	1	804	218	64	9	30	Ce
5	1	14	1	1	2	872	216	71	11	28	ORR
