level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1280	10165	-1	
2	1	1	0	0	0	1097	18	25	10	-1	
3	1	1	1	0	0	1097	18	25	10	-1	
4	1	1	1	1	0	1097	18	25	10	-1	
5	1	1	1	1	1	1097	18	25	10	48	Dx
2	1	2	0	0	0	309	48	28	33	-1	
3	1	2	1	0	0	309	48	28	33	-1	
4	1	2	1	1	0	309	48	28	33	-1	
5	1	2	1	1	1	309	48	28	33	68	&
2	1	3	0	0	0	234	74	53	28	-1	
3	1	3	1	0	0	234	74	53	28	-1	
4	1	3	1	1	0	234	74	53	28	-1	
5	1	3	1	1	1	234	74	53	28	95	bell
2	1	4	0	0	0	288	82	45	29	-1	
3	1	4	1	0	0	288	82	45	29	-1	
4	1	4	1	1	0	288	82	45	29	-1	
5	1	4	1	1	1	288	82	45	29	62	roy
2	1	5	0	0	0	913	67	60	41	-1	
3	1	5	1	0	0	913	67	60	41	-1	
4	1	5	1	1	0	913	67	60	41	-1	
5	1	5	1	1	1	913	67	60	41	82	10
5	1	5	1	1	2	949	63	26	49	43	|
2	1	6	0	0	0	229	130	464	32	-1	
3	1	6	1	0	0	229	130	464	32	-1	
4	1	6	1	1	0	229	130	464	32	-1	
5	1	6	1	1	1	229	131	63	31	96	Slip
5	1	6	1	1	2	301	139	76	23	96	your
5	1	6	1	1	3	388	130	52	29	96	life
5	1	6	1	1	4	452	132	33	26	95	in
5	1	6	1	1	5	493	139	77	23	96	your
5	1	6	1	1	6	581	131	112	31	95	pocket
2	1	7	0	0	0	889	113	24	47	-1	
3	1	7	1	0	0	889	113	24	47	-1	
4	1	7	1	1	0	889	113	24	47	-1	
5	1	7	1	1	1	889	113	24	47	55	\
2	1	8	0	0	0	92	295	14	14	-1	
3	1	8	1	0	0	92	295	14	14	-1	
4	1	8	1	1	0	92	295	14	14	-1	
5	1	8	1	1	1	92	295	14	14	57	Qa
2	1	9	0	0	0	570	296	42	7	-1	
3	1	9	1	0	0	570	296	42	7	-1	
4	1	9	1	1	0	570	296	42	7	-1	
5	1	9	1	1	1	570	296	42	7	3	ENGLISH
2	1	10	0	0	0	630	296	43	7	-1	
3	1	10	1	0	0	630	296	43	7	-1	
4	1	10	1	1	0	630	296	43	7	-1	
5	1	10	1	1	1	630	296	43	7	84	ESPANOL
2	1	11	0	0	0	1043	286	190	32	-1	
3	1	11	1	0	0	1043	286	190	32	-1	
4	1	11	1	1	0	1043	286	190	32	-1	
5	1	11	1	1	1	1034	282	129	51	35	Eee
5	1	11	1	1	2	1162	282	60	51	23	Ee
2	1	12	0	0	0	672	331	20	28	-1	
3	1	12	1	0	0	672	331	20	28	-1	
4	1	12	1	1	0	672	331	20	28	-1	
5	1	12	1	1	1	672	331	20	28	28	v
2	1	13	0	0	0	687	291	168	78	-1	
3	1	13	1	0	0	687	291	168	78	-1	
4	1	13	1	1	0	687	291	168	78	-1	
5	1	13	1	1	1	687	291	20	78	21	ik
5	1	13	1	1	2	727	312	128	57	78	Eimes
2	1	14	0	0	0	40	355	126	11	-1	
3	1	14	1	0	0	40	355	126	11	-1	
4	1	14	1	1	0	40	355	126	11	-1	
5	1	14	1	1	1	40	355	47	11	75	Saturday,
5	1	14	1	1	2	92	355	31	9	96	March
5	1	14	1	1	3	127	356	9	9	96	7,
5	1	14	1	1	4	140	356	26	8	95	2020
2	1	15	0	0	0	425	316	245	56	-1	
3	1	15	1	0	0	425	316	245	56	-1	
4	1	15	1	1	0	425	316	245	56	-1	
5	1	15	1	1	1	425	316	80	49	83	Ehe
5	1	15	1	1	2	512	317	92	46	96	New
5	1	15	1	1	3	613	318	57	54	48	Uo
2	1	16	0	0	0	1167	355	69	11	-1	
3	1	16	1	0	0	1167	355	69	11	-1	
4	1	16	1	1	0	1167	355	69	11	-1	
5	1	16	1	1	1	1167	355	36	11	81	Today's
5	1	16	1	1	2	1207	355	29	11	95	Paper
2	1	17	0	0	0	104	392	29	8	-1	
3	1	17	1	0	0	104	392	29	8	-1	
4	1	17	1	1	0	104	392	29	8	-1	
5	1	17	1	1	1	104	392	29	8	62	World
2	1	18	0	0	0	158	391	17	9	-1	
3	1	18	1	0	0	158	391	17	9	-1	
4	1	18	1	1	0	158	391	17	9	-1	
5	1	18	1	1	1	158	391	17	9	95	us.
2	1	19	0	0	0	203	391	35	9	-1	
3	1	19	1	0	0	203	391	35	9	-1	
4	1	19	1	1	0	203	391	35	9	-1	
5	1	19	1	1	1	203	391	35	9	62	Politics
2	1	20	0	0	0	263	392	18	8	-1	
3	1	20	1	0	0	263	392	18	8	-1	
4	1	20	1	1	0	263	392	18	8	-1	
5	1	20	1	1	1	263	392	18	8	62	NY.
2	1	21	0	0	0	306	391	45	9	-1	
3	1	21	1	0	0	306	391	45	9	-1	
4	1	21	1	1	0	306	391	45	9	-1	
5	1	21	1	1	1	306	391	45	9	95	Business
2	1	22	0	0	0	375	391	38	11	-1	
3	1	22	1	0	0	375	391	38	11	-1	
4	1	22	1	1	0	375	391	38	11	-1	
5	1	22	1	1	1	375	391	38	11	91	Opinion
2	1	23	0	0	0	438	391	87	9	-1	
3	1	23	1	0	0	438	391	87	9	-1	
4	1	23	1	1	0	438	391	87	9	-1	
5	1	23	1	1	1	438	391	23	9	89	Tech
5	1	23	1	1	2	485	391	40	9	58	Science
2	1	24	0	0	0	550	392	32	8	-1	
3	1	24	1	0	0	550	392	32	8	-1	
4	1	24	1	1	0	550	392	32	8	-1	
5	1	24	1	1	1	550	392	32	8	85	Health
2	1	25	0	0	0	606	391	33	11	-1	
3	1	25	1	0	0	606	391	33	11	-1	
4	1	25	1	1	0	606	391	33	11	-1	
5	1	25	1	1	1	606	391	33	11	90	Sports
2	1	26	0	0	0	663	392	20	8	-1	
3	1	26	1	0	0	663	392	20	8	-1	
4	1	26	1	1	0	663	392	20	8	-1	
5	1	26	1	1	1	663	392	20	8	64	Arts
2	1	27	0	0	0	707	391	31	9	-1	
3	1	27	1	0	0	707	391	31	9	-1	
4	1	27	1	1	0	707	391	31	9	-1	
5	1	27	1	1	1	707	391	31	9	86	Books
2	1	28	0	0	0	762	391	25	11	-1	
3	1	28	1	0	0	762	391	25	11	-1	
4	1	28	1	1	0	762	391	25	11	-1	
5	1	28	1	1	1	762	391	25	11	86	Style
2	1	29	0	0	0	811	391	24	9	-1	
3	1	29	1	0	0	811	391	24	9	-1	
4	1	29	1	1	0	811	391	24	9	-1	
5	1	29	1	1	1	811	391	24	9	95	Food
2	1	30	0	0	0	859	391	29	9	-1	
3	1	30	1	0	0	859	391	29	9	-1	
4	1	30	1	1	0	859	391	29	9	-1	
5	1	30	1	1	1	859	391	29	9	88	Travel
2	1	31	0	0	0	913	392	48	10	-1	
3	1	31	1	0	0	913	392	48	10	-1	
4	1	31	1	1	0	913	392	48	10	-1	
5	1	31	1	1	1	913	392	48	10	91	Magazine
2	1	32	0	0	0	985	391	58	11	-1	
3	1	32	1	0	0	985	391	58	11	-1	
4	1	32	1	1	0	985	391	58	11	-1	
5	1	32	1	1	1	985	391	6	9	70	T
5	1	32	1	1	2	995	392	48	10	79	Magazine
2	1	33	0	0	0	1067	391	57	9	-1	
3	1	33	1	0	0	1067	391	57	9	-1	
4	1	33	1	1	0	1067	391	57	9	-1	
5	1	33	1	1	1	1067	391	22	9	95	Real
5	1	33	1	1	2	1093	391	31	9	82	Estate
2	1	34	0	0	0	1148	392	27	8	-1	
3	1	34	1	0	0	1148	392	27	8	-1	
4	1	34	1	1	0	1148	392	27	8	-1	
5	1	34	1	1	1	1148	392	27	8	94	Video
2	1	35	0	0	0	43	430	30	6	-1	
3	1	35	1	0	0	43	430	30	6	-1	
4	1	35	1	1	0	43	430	30	6	-1	
5	1	35	1	1	1	43	430	30	6	37	ese
2	1	36	0	0	0	971	425	45	9	-1	
3	1	36	1	0	0	971	425	45	9	-1	
4	1	36	1	1	0	971	425	45	9	-1	
5	1	36	1	1	1	971	425	22	9	0	‘Sap
5	1	36	1	1	2	996	426	20	8	63	500
2	1	37	0	0	0	1047	425	42	9	-1	
3	1	37	1	0	0	1047	425	42	9	-1	
4	1	37	1	1	0	1047	425	42	9	-1	
5	1	37	1	1	1	1045	415	33	28	64	1.71%
5	1	37	1	1	2	1086	425	3	8	39	4
2	1	38	0	0	0	43	437	18	6	-1	
3	1	38	1	0	0	43	437	18	6	-1	
4	1	38	1	1	0	43	437	18	6	-1	
5	1	38	1	1	1	43	437	18	6	26	ss
2	1	39	0	0	0	106	434	174	9	-1	
3	1	39	1	0	0	106	434	174	9	-1	
4	1	39	1	1	0	106	434	174	9	-1	
5	1	39	1	1	1	106	434	27	9	90	Listen:
5	1	39	1	1	2	152	434	44	9	89	‘Modern
5	1	39	1	1	3	201	434	29	9	95	Love’
5	1	39	1	1	4	234	434	46	9	84	Podcast
2	1	40	0	0	0	416	434	180	11	-1	
3	1	40	1	0	0	416	434	180	11	-1	
4	1	40	1	1	0	416	434	180	11	-1	
5	1	40	1	1	1	416	434	25	11	96	Sign
5	1	40	1	1	2	446	434	19	11	96	Up:
5	1	40	1	1	3	469	434	74	9	95	‘Coronavirus
5	1	40	1	1	4	547	434	49	11	83	Briefing’
2	1	41	0	0	0	726	434	143	11	-1	
3	1	41	1	0	0	726	434	143	11	-1	
4	1	41	1	1	0	726	434	143	11	-1	
5	1	41	1	1	1	726	434	35	9	90	Listen
5	1	41	1	1	2	765	434	40	9	83	to‘The
5	1	41	1	1	3	808	434	61	11	84	Argument’
2	1	42	0	0	0	1167	435	23	10	-1	
3	1	42	1	0	0	1167	435	23	10	-1	
4	1	42	1	1	0	1167	435	23	10	-1	
5	1	42	1	1	1	1167	435	23	10	59	19°F
2	1	43	0	0	0	106	450	209	11	-1	
3	1	43	1	0	0	106	450	209	11	-1	
4	1	43	1	1	0	106	450	209	11	-1	
5	1	43	1	1	1	106	450	33	11	94	Lesley
5	1	43	1	1	2	145	450	46	9	87	Manville
5	1	43	1	1	3	196	450	30	9	95	reads
5	1	43	1	1	4	231	452	12	7	96	an
5	1	43	1	1	5	248	452	31	7	87	essay
5	1	43	1	1	6	283	450	32	9	84	about
2	1	44	0	0	0	416	450	176	11	-1	
3	1	44	1	0	0	416	450	176	11	-1	
4	1	44	1	1	0	416	450	176	11	-1	
5	1	44	1	1	1	416	450	13	9	93	An
5	1	44	1	1	2	434	450	49	9	93	informed
5	1	44	1	1	3	488	450	30	11	93	guide
5	1	44	1	1	4	523	452	10	7	96	to
5	1	44	1	1	5	538	450	17	9	96	the
5	1	44	1	1	6	559	450	33	11	88	global
2	1	45	0	0	0	726	450	191	11	-1	
3	1	45	1	0	0	726	450	191	11	-1	
4	1	45	1	1	0	726	450	191	11	-1	
5	1	45	1	1	1	726	450	42	11	92	Opinion
5	1	45	1	1	2	773	450	60	9	95	columnists
5	1	45	1	1	3	838	452	13	7	93	on
5	1	45	1	1	4	855	450	18	9	93	Joe
5	1	45	1	1	5	879	450	38	9	44	Biden's
2	1	46	0	0	0	972	449	21	9	-1	
3	1	46	1	0	0	972	449	21	9	-1	
4	1	46	1	1	0	972	449	21	9	-1	
5	1	46	1	1	1	972	449	21	9	95	Dow
2	1	47	0	0	0	1046	449	43	9	-1	
