level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1280	8951	-1	
2	1	1	0	0	0	19	28	32	12	-1	
3	1	1	1	0	0	19	28	32	12	-1	
4	1	1	1	1	0	19	28	32	12	-1	
5	1	1	1	1	1	19	28	32	12	25	i!
2	1	2	0	0	0	279	23	87	13	-1	
3	1	2	1	0	0	279	23	87	13	-1	
4	1	2	1	1	0	279	23	87	13	-1	
5	1	2	1	1	1	279	23	67	13	1	Neh
2	1	3	0	0	0	376	35	4	1	-1	
3	1	3	1	0	0	376	35	4	1	-1	
4	1	3	1	1	0	376	35	4	1	-1	
5	1	3	1	1	1	376	35	4	1	53	6
2	1	4	0	0	0	802	51	33	15	-1	
3	1	4	1	0	0	802	51	33	15	-1	
4	1	4	1	1	0	802	51	33	15	-1	
5	1	4	1	1	1	802	51	33	15	5	ce]
2	1	5	0	0	0	277	49	144	41	-1	
3	1	5	1	0	0	277	49	144	41	-1	
4	1	5	1	1	0	277	49	144	41	-1	
5	1	5	1	1	1	277	49	144	41	34	uy
2	1	6	0	0	0	428	23	272	67	-1	
3	1	6	1	0	0	428	23	272	67	-1	
4	1	6	1	1	0	428	23	272	67	-1	
5	1	6	1	1	1	428	23	272	67	24	Tene
2	1	7	0	0	0	798	93	7	5	-1	
3	1	7	1	0	0	798	93	7	5	-1	
4	1	7	1	1	0	798	93	7	5	-1	
5	1	7	1	1	1	798	93	7	5	86	A
2	1	8	0	0	0	830	90	74	8	-1	
3	1	8	1	0	0	830	90	74	8	-1	
4	1	8	1	1	0	830	90	74	8	-1	
5	1	8	1	1	1	830	90	74	8	5	Carat
2	1	9	0	0	0	279	102	420	35	-1	
3	1	9	1	0	0	279	102	420	35	-1	
4	1	9	1	1	0	279	102	420	35	-1	
5	1	9	1	1	1	279	102	111	35	95	FACT
5	1	9	1	1	2	420	102	69	35	86	WS.
5	1	9	1	1	3	510	102	189	35	95	FICTION
2	1	10	0	0	0	798	108	248	25	-1	
3	1	10	1	0	0	798	108	248	25	-1	
4	1	10	1	1	0	798	108	248	25	-1	
5	1	10	1	1	1	798	108	248	25	21	OT
5	1	10	1	1	2	978	104	59	41	45	UE
2	1	11	0	0	0	1185	124	32	13	-1	
3	1	11	1	0	0	1185	124	32	13	-1	
4	1	11	1	1	0	1185	124	32	13	-1	
5	1	11	1	1	1	1214	133	3	4	26	nl
2	1	12	0	0	0	799	139	247	21	-1	
3	1	12	1	0	0	799	139	247	21	-1	
4	1	12	1	1	0	799	139	247	21	-1	
5	1	12	1	1	1	799	139	66	21	96	FACT
5	1	12	1	1	2	882	139	40	21	93	WS.
5	1	12	1	1	3	934	139	112	21	93	FICTION
2	1	13	0	0	0	286	156	283	18	-1	
3	1	13	1	0	0	286	156	283	18	-1	
4	1	13	1	1	0	286	156	283	18	-1	
5	1	13	1	1	1	286	156	77	18	96	WITH
5	1	13	1	1	2	384	156	45	18	95	DR.
5	1	13	1	1	3	450	156	119	18	96	SANJAY
2	1	14	0	0	0	588	156	101	18	-1	
3	1	14	1	0	0	588	156	101	18	-1	
4	1	14	1	1	0	588	156	101	18	-1	
5	1	14	1	1	1	588	156	101	18	96	GUPTA
2	1	15	0	0	0	804	171	236	10	-1	
3	1	15	1	0	0	804	171	236	10	-1	
4	1	15	1	1	0	804	171	236	10	-1	
5	1	15	1	1	1	804	171	84	10	0	PRLS
5	1	15	1	1	2	900	171	140	10	0	RECA
5	1	15	1	1	3	1033	162	10	28	0	y
2	1	16	0	0	0	137	165	43	27	-1	
3	1	16	1	0	0	137	165	43	27	-1	
4	1	16	1	1	0	137	165	43	27	-1	
5	1	16	1	1	1	137	165	43	27	8	a]
2	1	17	0	0	0	798	220	77	9	-1	
3	1	17	1	0	0	798	220	77	9	-1	
4	1	17	1	1	0	798	220	77	9	-1	
5	1	17	1	1	1	798	220	77	9	7	nL
2	1	18	0	0	0	369	217	166	20	-1	
3	1	18	1	0	0	369	217	166	20	-1	
4	1	18	1	1	0	369	217	166	20	-1	
5	1	18	1	1	1	369	217	107	20	96	LISTEN
5	1	18	1	1	2	494	217	41	20	96	ON
2	1	19	0	0	0	829	235	19	20	-1	
3	1	19	1	0	0	829	235	19	20	-1	
4	1	19	1	1	0	829	235	19	20	-1	
5	1	19	1	1	1	829	235	19	20	28	S
2	1	20	0	0	0	862	239	59	5	-1	
3	1	20	1	0	0	862	239	59	5	-1	
4	1	20	1	1	0	862	239	59	5	-1	
5	1	20	1	1	1	862	239	59	5	30	eer
2	1	21	0	0	0	863	248	62	5	-1	
3	1	21	1	0	0	863	248	62	5	-1	
4	1	21	1	1	0	863	248	62	5	-1	
5	1	21	1	1	1	863	248	62	5	10	Seca
2	1	22	0	0	0	951	239	8	5	-1	
3	1	22	1	0	0	951	239	8	5	-1	
4	1	22	1	1	0	951	239	8	5	-1	
5	1	22	1	1	1	951	239	8	5	46	a
2	1	23	0	0	0	954	248	18	5	-1	
3	1	23	1	0	0	954	248	18	5	-1	
4	1	23	1	1	0	954	248	18	5	-1	
5	1	23	1	1	1	954	248	18	5	43	a
2	1	24	0	0	0	494	267	9	9	-1	
3	1	24	1	0	0	494	267	9	9	-1	
4	1	24	1	1	0	494	267	9	9	-1	
5	1	24	1	1	1	494	267	9	9	0	°
2	1	25	0	0	0	522	267	120	9	-1	
3	1	25	1	0	0	522	267	120	9	-1	
4	1	25	1	1	0	522	267	120	9	-1	
5	1	25	1	1	1	522	267	120	9	5	Ease
2	1	26	0	0	0	1048	258	43	24	-1	
3	1	26	1	0	0	1048	258	43	24	-1	
4	1	26	1	1	0	1048	258	43	24	-1	
5	1	26	1	1	1	1048	258	43	24	23	be
2	1	27	0	0	0	281	235	192	58	-1	
3	1	27	1	0	0	281	235	192	58	-1	
4	1	27	1	1	0	281	235	192	58	-1	
