level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1280	10232	-1	
2	1	1	0	0	0	449	1853	16	12	-1	
3	1	1	1	0	0	449	1853	16	12	-1	
4	1	1	1	1	0	449	1853	16	12	-1	
5	1	1	1	1	1	449	1853	16	12	19	vv
2	1	2	0	0	0	522	1853	16	12	-1	
3	1	2	1	0	0	522	1853	16	12	-1	
4	1	2	1	1	0	522	1853	16	12	-1	
5	1	2	1	1	1	526	1849	6	24	0	c<
2	1	3	0	0	0	595	1853	16	11	-1	
3	1	3	1	0	0	595	1853	16	11	-1	
4	1	3	1	1	0	595	1853	16	11	-1	
5	1	3	1	1	1	595	1853	16	11	0	¢
2	1	4	0	0	0	668	1853	15	12	-1	
3	1	4	1	0	0	668	1853	15	12	-1	
4	1	4	1	1	0	668	1853	15	12	-1	
5	1	4	1	1	1	668	1853	15	12	76	v
2	1	5	0	0	0	740	1853	16	12	-1	
3	1	5	1	0	0	740	1853	16	12	-1	
4	1	5	1	1	0	740	1853	16	12	-1	
5	1	5	1	1	1	740	1853	16	12	49	v
2	1	6	0	0	0	813	1853	16	12	-1	
3	1	6	1	0	0	813	1853	16	12	-1	
4	1	6	1	1	0	813	1853	16	12	-1	
5	1	6	1	1	1	815	1849	6	24	7	ac
2	1	7	0	0	0	413	1878	16	12	-1	
3	1	7	1	0	0	413	1878	16	12	-1	
4	1	7	1	1	0	413	1878	16	12	-1	
5	1	7	1	1	1	413	1878	16	12	60	v
2	1	8	0	0	0	485	1878	16	12	-1	
3	1	8	1	0	0	485	1878	16	12	-1	
4	1	8	1	1	0	485	1878	16	12	-1	
5	1	8	1	1	1	485	1878	16	12	58	a
2	1	9	0	0	0	558	1878	16	12	-1	
3	1	9	1	0	0	558	1878	16	12	-1	
4	1	9	1	1	0	558	1878	16	12	-1	
5	1	9	1	1	1	558	1878	16	12	15	+
2	1	10	0	0	0	631	1878	16	12	-1	
3	1	10	1	0	0	631	1878	16	12	-1	
4	1	10	1	1	0	631	1878	16	12	-1	
5	1	10	1	1	1	631	1878	16	12	29	vv
2	1	11	0	0	0	704	1878	15	12	-1	
3	1	11	1	0	0	704	1878	15	12	-1	
4	1	11	1	1	0	704	1878	15	12	-1	
5	1	11	1	1	1	704	1878	15	12	55	v
2	1	12	0	0	0	776	1878	16	12	-1	
3	1	12	1	0	0	776	1878	16	12	-1	
4	1	12	1	1	0	776	1878	16	12	-1	
5	1	12	1	1	1	776	1878	16	12	58	v
2	1	13	0	0	0	849	1878	16	12	-1	
3	1	13	1	0	0	849	1878	16	12	-1	
4	1	13	1	1	0	849	1878	16	12	-1	
5	1	13	1	1	1	849	1878	16	12	77	v
2	1	14	0	0	0	449	1906	16	12	-1	
3	1	14	1	0	0	449	1906	16	12	-1	
4	1	14	1	1	0	449	1906	16	12	-1	
5	1	14	1	1	1	449	1906	16	12	23	+
2	1	15	0	0	0	522	1906	16	12	-1	
3	1	15	1	0	0	522	1906	16	12	-1	
4	1	15	1	1	0	522	1906	16	12	-1	
5	1	15	1	1	1	522	1906	16	12	5	a
2	1	16	0	0	0	595	1906	15	12	-1	
3	1	16	1	0	0	595	1906	15	12	-1	
4	1	16	1	1	0	595	1906	15	12	-1	
5	1	16	1	1	1	595	1906	15	12	22	av
2	1	17	0	0	0	667	1905	16	13	-1	
3	1	17	1	0	0	667	1905	16	13	-1	
4	1	17	1	1	0	667	1905	16	13	-1	
5	1	17	1	1	1	669	1901	7	26	30	av
2	1	18	0	0	0	740	1906	16	12	-1	
3	1	18	1	0	0	740	1906	16	12	-1	
4	1	18	1	1	0	740	1906	16	12	-1	
5	1	18	1	1	1	740	1906	16	12	0	+
2	1	19	0	0	0	813	1906	16	12	-1	
3	1	19	1	0	0	813	1906	16	12	-1	
4	1	19	1	1	0	813	1906	16	12	-1	
5	1	19	1	1	1	815	1902	6	24	0	ac
2	1	20	0	0	0	376	1959	16	11	-1	
3	1	20	1	0	0	376	1959	16	11	-1	
4	1	20	1	1	0	376	1959	16	11	-1	
5	1	20	1	1	1	376	1959	16	11	65	v
2	1	21	0	0	0	461	1939	348	30	-1	
3	1	21	1	0	0	461	1939	348	30	-1	
4	1	21	1	1	0	461	1939	348	30	-1	
5	1	21	1	1	1	461	1939	92	30	96	Read
5	1	21	1	1	2	563	1939	137	30	96	without
5	1	21	1	1	3	712	1939	97	30	96	limits
2	1	22	0	0	0	377	2011	15	12	-1	
3	1	22	1	0	0	377	2011	15	12	-1	
4	1	22	1	1	0	377	2011	15	12	-1	
5	1	22	1	1	1	377	2011	15	12	76	v
2	1	23	0	0	0	433	2012	414	22	-1	
3	1	23	1	0	0	433	2012	414	22	-1	
4	1	23	1	1	0	433	2012	414	22	-1	
5	1	23	1	1	1	433	2012	61	22	96	Enjoy
5	1	23	1	1	2	500	2012	40	17	96	free
5	1	23	1	1	3	548	2018	69	11	96	access
5	1	23	1	1	4	624	2014	21	15	96	to
