level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1280	10690	-1	
2	1	1	0	0	0	1097	18	25	10	-1	
3	1	1	1	0	0	1097	18	25	10	-1	
4	1	1	1	1	0	1097	18	25	10	-1	
5	1	1	1	1	1	1097	18	25	10	0	x
2	1	2	0	0	0	522	34	10	5	-1	
3	1	2	1	0	0	522	34	10	5	-1	
4	1	2	1	1	0	522	34	10	5	-1	
5	1	2	1	1	1	522	34	10	5	48	2
2	1	3	0	0	0	611	30	56	7	-1	
3	1	3	1	0	0	611	30	56	7	-1	
4	1	3	1	1	0	611	30	56	7	-1	
5	1	3	1	1	1	611	30	56	7	28	specs
2	1	4	0	0	0	422	40	39	14	-1	
3	1	4	1	0	0	422	40	39	14	-1	
4	1	4	1	1	0	422	40	39	14	-1	
5	1	4	1	1	1	422	40	39	14	19	HE
2	1	5	0	0	0	569	43	8	4	-1	
3	1	5	1	0	0	569	43	8	4	-1	
4	1	5	1	1	0	569	43	8	4	-1	
5	1	5	1	1	1	569	43	8	4	21	4
2	1	6	0	0	0	606	36	79	9	-1	
3	1	6	1	0	0	606	36	79	9	-1	
4	1	6	1	1	0	606	36	79	9	-1	
5	1	6	1	1	1	606	36	37	8	14	ieee
5	1	6	1	1	2	650	36	35	9	18	oe
2	1	7	0	0	0	622	43	8	7	-1	
3	1	7	1	0	0	622	43	8	7	-1	
4	1	7	1	1	0	622	43	8	7	-1	
5	1	7	1	1	1	622	43	8	7	58	2
2	1	8	0	0	0	721	30	85	16	-1	
3	1	8	1	0	0	721	30	85	16	-1	
4	1	8	1	1	0	721	30	85	16	-1	
5	1	8	1	1	1	721	30	85	16	18	res
2	1	9	0	0	0	275	56	8	6	-1	
3	1	9	1	0	0	275	56	8	6	-1	
4	1	9	1	1	0	275	56	8	6	-1	
5	1	9	1	1	1	275	56	8	6	49	ne
2	1	10	0	0	0	449	48	21	14	-1	
3	1	10	1	0	0	449	48	21	14	-1	
4	1	10	1	1	0	449	48	21	14	-1	
5	1	10	1	1	1	449	48	21	14	6	ise
2	1	11	0	0	0	458	65	10	4	-1	
3	1	11	1	0	0	458	65	10	4	-1	
4	1	11	1	1	0	458	65	10	4	-1	
5	1	11	1	1	1	458	65	10	4	10	en
2	1	12	0	0	0	471	41	40	20	-1	
3	1	12	1	0	0	471	41	40	20	-1	
4	1	12	1	1	0	471	41	40	20	-1	
5	1	12	1	1	1	471	41	40	20	28	Pe
2	1	13	0	0	0	487	59	25	9	-1	
3	1	13	1	0	0	487	59	25	9	-1	
4	1	13	1	1	0	487	59	25	9	-1	
5	1	13	1	1	1	487	59	25	9	43	ete
2	1	14	0	0	0	560	55	31	11	-1	
3	1	14	1	0	0	560	55	31	11	-1	
4	1	14	1	1	0	560	55	31	11	-1	
5	1	14	1	1	1	560	55	31	11	20	oan
2	1	15	0	0	0	592	42	16	20	-1	
3	1	15	1	0	0	592	42	16	20	-1	
4	1	15	1	1	0	592	42	16	20	-1	
5	1	15	1	1	1	592	42	16	20	30	a
2	1	16	0	0	0	622	56	26	10	-1	
3	1	16	1	0	0	622	56	26	10	-1	
4	1	16	1	1	0	622	56	26	10	-1	
5	1	16	1	1	1	622	56	26	10	24	Line
2	1	17	0	0	0	716	53	75	11	-1	
3	1	17	1	0	0	716	53	75	11	-1	
4	1	17	1	1	0	716	53	75	11	-1	
5	1	17	1	1	1	716	53	32	6	17	see
5	1	17	1	1	2	749	42	45	28	17	raced,
2	1	18	0	0	0	406	68	20	4	-1	
3	1	18	1	0	0	406	68	20	4	-1	
4	1	18	1	1	0	406	68	20	4	-1	
5	1	18	1	1	1	406	68	20	4	32	Be
2	1	19	0	0	0	434	74	15	4	-1	
3	1	19	1	0	0	434	74	15	4	-1	
4	1	19	1	1	0	434	74	15	4	-1	
5	1	19	1	1	1	434	74	15	4	22	a
2	1	20	0	0	0	649	66	12	5	-1	
3	1	20	1	0	0	649	66	12	5	-1	
4	1	20	1	1	0	649	66	12	5	-1	
5	1	20	1	1	1	649	66	12	5	48	ne
2	1	21	0	0	0	662	72	27	9	-1	
3	1	21	1	0	0	662	72	27	9	-1	
4	1	21	1	1	0	662	72	27	9	-1	
5	1	21	1	1	1	662	72	27	9	31	ae
2	1	22	0	0	0	398	80	6	4	-1	
3	1	22	1	0	0	398	80	6	4	-1	
4	1	22	1	1	0	398	80	6	4	-1	
5	1	22	1	1	1	398	80	6	4	27	5
2	1	23	0	0	0	509	88	5	5	-1	
3	1	23	1	0	0	509	88	5	5	-1	
4	1	23	1	1	0	509	88	5	5	-1	
5	1	23	1	1	1	509	88	5	5	82	i
2	1	24	0	0	0	522	73	45	12	-1	
3	1	24	1	0	0	522	73	45	12	-1	
4	1	24	1	1	0	522	73	45	12	-1	
