level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1280	10690	-1
2	1	1	0	0	0	1097	17	25	11	-1
3	1	1	1	0	0	1097	17	25	11	-1
4	1	1	1	1	0	1097	17	25	11	-1
5	1	1	1	1	1	1097	17	25	11	9	)x
2	1	2	0	0	0	600	34	27	7	-1
3	1	2	1	0	0	600	34	27	7	-1
4	1	2	1	1	0	600	34	27	7	-1
5	1	2	1	1	1	600	34	27	7	25	aes
2	1	3	0	0	0	302	50	14	1	-1
3	1	3	1	0	0	302	50	14	1	-1
4	1	3	1	1	0	302	50	14	1	-1
5	1	3	1	1	1	302	50	14	1	33	a
2	1	4	0	0	0	316	41	54	4	-1
3	1	4	1	0	0	316	41	54	4	-1
4	1	4	1	1	0	316	41	54	4	-1
5	1	4	1	1	1	305	26	24	28	28	—
5	1	4	1	1	2	316	41	54	4	28	ee
2	1	5	0	0	0	320	46	30	4	-1
3	1	5	1	0	0	320	46	30	4	-1
4	1	5	1	1	0	320	46	30	4	-1
5	1	5	1	1	1	320	46	30	4	10	er
2	1	6	0	0	0	402	39	34	8	-1
3	1	6	1	0	0	402	39	34	8	-1
4	1	6	1	1	0	402	39	34	8	-1
5	1	6	1	1	1	402	39	34	8	27	Parga
2	1	7	0	0	0	456	38	29	6	-1
3	1	7	1	0	0	456	38	29	6	-1
4	1	7	1	1	0	456	38	29	6	-1
5	1	7	1	1	1	456	38	29	6	15	eee
2	1	8	0	0	0	486	35	43	13	-1
3	1	8	1	0	0	486	35	43	13	-1
4	1	8	1	1	0	486	35	43	13	-1
5	1	8	1	1	1	486	35	43	13	7	peta
2	1	9	0	0	0	656	53	13	3	-1
3	1	9	1	0	0	656	53	13	3	-1
4	1	9	1	1	0	656	53	13	3	-1
5	1	9	1	1	1	656	53	13	3	49	Hee
2	1	10	0	0	0	716	36	59	19	-1
3	1	10	1	0	0	716	36	59	19	-1
4	1	10	1	1	0	716	36	59	19	-1
5	1	10	1	1	1	716	36	59	19	23	ee
2	1	11	0	0	0	755	37	52	17	-1
3	1	11	1	0	0	755	37	52	17	-1
4	1	11	1	1	0	755	37	52	17	-1
5	1	11	1	1	1	755	37	52	17	39	Sass
2	1	12	0	0	0	818	35	36	11	-1
3	1	12	1	0	0	818	35	36	11	-1
4	1	12	1	1	0	818	35	36	11	-1
5	1	12	1	1	1	818	35	36	11	41	a
2	1	13	0	0	0	383	54	9	8	-1
3	1	13	1	0	0	383	54	9	8	-1
4	1	13	1	1	0	383	54	9	8	-1
5	1	13	1	1	1	383	54	9	8	38	ee
2	1	14	0	0	0	386	41	72	22	-1
3	1	14	1	0	0	386	41	72	22	-1
4	1	14	1	1	0	386	41	72	22	-1
5	1	14	1	1	1	386	41	72	22	38	Fae
2	1	15	0	0	0	516	63	12	5	-1
3	1	15	1	0	0	516	63	12	5	-1
4	1	15	1	1	0	516	63	12	5	-1
5	1	15	1	1	1	516	63	12	5	13	a
2	1	16	0	0	0	536	36	62	30	-1
3	1	16	1	0	0	536	36	62	30	-1
4	1	16	1	1	0	536	36	62	30	-1
5	1	16	1	1	1	536	36	62	30	36	a
2	1	17	0	0	0	795	44	64	16	-1
3	1	17	1	0	0	795	44	64	16	-1
4	1	17	1	1	0	795	44	64	16	-1
5	1	17	1	1	1	795	44	64	16	0	Migiieeel
2	1	18	0	0	0	413	56	18	14	-1
3	1	18	1	0	0	413	56	18	14	-1
4	1	18	1	1	0	413	56	18	14	-1
5	1	18	1	1	1	413	56	18	14	20	eS
2	1	19	0	0	0	430	73	8	5	-1
3	1	19	1	0	0	430	73	8	5	-1
4	1	19	1	1	0	430	73	8	5	-1
5	1	19	1	1	1	430	73	8	5	21	if
2	1	20	0	0	0	556	64	21	9	-1
3	1	20	1	0	0	556	64	21	9	-1
4	1	20	1	1	0	556	64	21	9	-1
5	1	20	1	1	1	556	64	21	9	20	a
2	1	21	0	0	0	762	73	28	6	-1
3	1	21	1	0	0	762	73	28	6	-1
4	1	21	1	1	0	762	73	28	6	-1
5	1	21	1	1	1	762	73	28	6	10	a
2	1	22	0	0	0	815	63	44	15	-1
3	1	22	1	0	0	815	63	44	15	-1
4	1	22	1	1	0	815	63	44	15	-1
5	1	22	1	1	1	815	63	44	15	10	eel
2	1	23	0	0	0	526	74	40	11	-1
3	1	23	1	0	0	526	74	40	11	-1
4	1	23	1	1	0	526	74	40	11	-1
5	1	23	1	1	1	526	74	40	11	36	Pee
2	1	24	0	0	0	643	75	37	20	-1
