level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1280	10202	-1	
2	1	1	0	0	0	11	23	29	16	-1	
3	1	1	1	0	0	11	23	29	16	-1	
4	1	1	1	1	0	11	23	29	16	-1	
5	1	1	1	1	1	11	23	29	16	26	fo)
2	1	2	0	0	0	68	33	7	5	-1	
3	1	2	1	0	0	68	33	7	5	-1	
4	1	2	1	1	0	68	33	7	5	-1	
5	1	2	1	1	1	68	33	7	5	11	os
2	1	3	0	0	0	506	27	54	35	-1	
3	1	3	1	0	0	506	27	54	35	-1	
4	1	3	1	1	0	506	27	54	35	-1	
5	1	3	1	1	1	506	27	54	35	95	citi
2	1	4	0	0	0	1144	89	18	13	-1	
3	1	4	1	0	0	1144	89	18	13	-1	
4	1	4	1	1	0	1144	89	18	13	-1	
5	1	4	1	1	1	1144	89	18	13	77	+,
2	1	5	0	0	0	1114	101	50	18	-1	
3	1	5	1	0	0	1114	101	50	18	-1	
4	1	5	1	1	0	1114	101	50	18	-1	
5	1	5	1	1	1	1114	101	50	18	28	bs
2	1	6	0	0	0	149	128	130	12	-1	
3	1	6	1	0	0	149	128	130	12	-1	
4	1	6	1	1	0	149	128	130	12	-1	
5	1	6	1	1	1	195	128	84	12	11	ey
2	1	7	0	0	0	309	128	22	12	-1	
3	1	7	1	0	0	309	128	22	12	-1	
4	1	7	1	1	0	309	128	22	12	-1	
5	1	7	1	1	1	309	128	22	12	43	Tes
2	1	8	0	0	0	508	110	430	25	-1	
3	1	8	1	0	0	508	110	430	25	-1	
4	1	8	1	1	0	508	110	430	25	-1	
5	1	8	1	1	1	508	111	63	18	95	Make
5	1	8	1	1	2	579	111	38	18	95	the
5	1	8	1	1	3	625	111	110	24	96	everyday
5	1	8	1	1	4	743	115	60	14	96	more
5	1	8	1	1	5	813	110	125	24	96	rewarding.
2	1	9	0	0	0	506	140	205	12	-1	
3	1	9	1	0	0	506	140	205	12	-1	
4	1	9	1	1	0	506	140	205	12	-1	
5	1	9	1	1	1	506	145	30	7	87	Tha
5	1	9	1	1	2	542	145	23	7	57	Ci
5	1	9	1	1	3	572	140	96	12	0	DawiarctenSM
5	1	9	1	1	4	675	145	36	7	33	Covet
2	1	10	0	0	0	1023	118	133	34	-1	
3	1	10	1	0	0	1023	118	133	34	-1	
4	1	10	1	1	0	1023	118	133	34	-1	
5	1	10	1	1	1	1023	118	133	34	12	tea"
2	1	11	0	0	0	570	286	42	7	-1	
3	1	11	1	0	0	570	286	42	7	-1	
4	1	11	1	1	0	570	286	42	7	-1	
5	1	11	1	1	1	570	286	42	7	61	ENGUSH
2	1	12	0	0	0	630	286	43	7	-1	
3	1	12	1	0	0	630	286	43	7	-1	
4	1	12	1	1	0	630	286	43	7	-1	
5	1	12	1	1	1	630	286	43	7	80	ESPANOL
2	1	13	0	0	0	92	285	14	14	-1	
3	1	13	1	0	0	92	285	14	14	-1	
4	1	13	1	1	0	92	285	14	14	-1	
5	1	13	1	1	1	92	285	14	14	59	Qa
2	1	14	0	0	0	1043	276	190	32	-1	
3	1	14	1	0	0	1043	276	190	32	-1	
4	1	14	1	1	0	1043	276	190	32	-1	
5	1	14	1	1	1	1081	272	82	51	67	==)
5	1	14	1	1	2	1166	272	69	51	20	Ee)
2	1	15	0	0	0	40	345	119	11	-1	
3	1	15	1	0	0	40	345	119	11	-1	
4	1	15	1	1	0	40	345	119	11	-1	
5	1	15	1	1	1	40	345	39	11	91	‘Sunday,
5	1	15	1	1	2	84	345	31	9	96	March
5	1	15	1	1	3	119	346	6	8	82	8,
5	1	15	1	1	4	132	346	27	8	96	2020
2	1	16	0	0	0	672	321	20	28	-1	
3	1	16	1	0	0	672	321	20	28	-1	
4	1	16	1	1	0	672	321	20	28	-1	
5	1	16	1	1	1	672	321	20	28	29	r
2	1	17	0	0	0	691	284	164	75	-1	
3	1	17	1	0	0	691	284	164	75	-1	
4	1	17	1	1	0	691	284	164	75	-1	
5	1	17	1	1	1	691	284	28	65	57	k
5	1	17	1	1	2	727	302	128	57	88	Eimes
2	1	18	0	0	0	1167	345	69	11	-1	
3	1	18	1	0	0	1167	345	69	11	-1	
4	1	18	1	1	0	1167	345	69	11	-1	
5	1	18	1	1	1	1167	345	36	11	75	Today's
5	1	18	1	1	2	1207	345	29	11	93	Paper
2	1	19	0	0	0	425	306	245	56	-1	
3	1	19	1	0	0	425	306	245	56	-1	
4	1	19	1	1	0	425	306	245	56	-1	
5	1	19	1	1	1	425	306	79	49	90	Ehe
5	1	19	1	1	2	512	307	92	46	95	New
5	1	19	1	1	3	613	308	57	54	57	Yo
2	1	20	0	0	0	104	381	29	9	-1	
3	1	20	1	0	0	104	381	29	9	-1	
4	1	20	1	1	0	104	381	29	9	-1	
5	1	20	1	1	1	104	381	29	9	80	World
2	1	21	0	0	0	158	381	16	9	-1	
3	1	21	1	0	0	158	381	16	9	-1	
4	1	21	1	1	0	158	381	16	9	-1	
5	1	21	1	1	1	158	381	16	9	96	us.
2	1	22	0	0	0	203	381	35	9	-1	
3	1	22	1	0	0	203	381	35	9	-1	
4	1	22	1	1	0	203	381	35	9	-1	
5	1	22	1	1	1	203	381	35	9	56	Politics
2	1	23	0	0	0	263	381	18	9	-1	
3	1	23	1	0	0	263	381	18	9	-1	
4	1	23	1	1	0	263	381	18	9	-1	
5	1	23	1	1	1	263	381	18	9	68	NY.
2	1	24	0	0	0	306	381	45	9	-1	
3	1	24	1	0	0	306	381	45	9	-1	
4	1	24	1	1	0	306	381	45	9	-1	
5	1	24	1	1	1	306	381	45	9	94	Business
2	1	25	0	0	0	375	381	38	11	-1	
3	1	25	1	0	0	375	381	38	11	-1	
4	1	25	1	1	0	375	381	38	11	-1	
5	1	25	1	1	1	375	381	38	11	88	Opinion
2	1	26	0	0	0	438	381	87	9	-1	
3	1	26	1	0	0	438	381	87	9	-1	
4	1	26	1	1	0	438	381	87	9	-1	
5	1	26	1	1	1	438	381	23	9	91	Tech
5	1	26	1	1	2	485	381	40	9	52	Science
2	1	27	0	0	0	550	381	32	9	-1	
3	1	27	1	0	0	550	381	32	9	-1	
4	1	27	1	1	0	550	381	32	9	-1	
5	1	27	1	1	1	550	381	32	9	74	Health
2	1	28	0	0	0	606	381	33	11	-1	
3	1	28	1	0	0	606	381	33	11	-1	
4	1	28	1	1	0	606	381	33	11	-1	
5	1	28	1	1	1	606	381	33	11	89	Sports
2	1	29	0	0	0	663	381	20	9	-1	
3	1	29	1	0	0	663	381	20	9	-1	
4	1	29	1	1	0	663	381	20	9	-1	
5	1	29	1	1	1	663	381	20	9	62	arts
2	1	30	0	0	0	707	381	31	9	-1	
3	1	30	1	0	0	707	381	31	9	-1	
4	1	30	1	1	0	707	381	31	9	-1	
5	1	30	1	1	1	707	381	31	9	88	Books
2	1	31	0	0	0	762	381	25	11	-1	
3	1	31	1	0	0	762	381	25	11	-1	
4	1	31	1	1	0	762	381	25	11	-1	
5	1	31	1	1	1	762	381	25	11	87	Style
2	1	32	0	0	0	811	381	23	9	-1	
3	1	32	1	0	0	811	381	23	9	-1	
4	1	32	1	1	0	811	381	23	9	-1	
5	1	32	1	1	1	811	381	23	9	94	Food
2	1	33	0	0	0	859	381	29	9	-1	
3	1	33	1	0	0	859	381	29	9	-1	
4	1	33	1	1	0	859	381	29	9	-1	
5	1	33	1	1	1	859	381	29	9	89	Travel
2	1	34	0	0	0	913	381	48	11	-1	
3	1	34	1	0	0	913	381	48	11	-1	
4	1	34	1	1	0	913	381	48	11	-1	
5	1	34	1	1	1	913	381	48	11	90	Magazine
2	1	35	0	0	0	985	381	58	11	-1	
3	1	35	1	0	0	985	381	58	11	-1	
4	1	35	1	1	0	985	381	58	11	-1	
5	1	35	1	1	1	985	381	6	9	59	T
5	1	35	1	1	2	995	381	48	11	72	Magazine
2	1	36	0	0	0	1067	381	57	9	-1	
3	1	36	1	0	0	1067	381	57	9	-1	
4	1	36	1	1	0	1067	381	57	9	-1	
5	1	36	1	1	1	1067	381	22	9	94	Real
5	1	36	1	1	2	1093	381	31	9	86	Estate
2	1	37	0	0	0	1148	381	28	9	-1	
3	1	37	1	0	0	1148	381	28	9	-1	
4	1	37	1	1	0	1148	381	28	9	-1	
5	1	37	1	1	1	1148	381	28	9	95	Video
2	1	38	0	0	0	105	414	206	11	-1	
3	1	38	1	0	0	105	414	206	11	-1	
4	1	38	1	1	0	105	414	206	11	-1	
5	1	38	1	1	1	105	414	75	11	96	Coronavirus,
5	1	38	1	1	2	184	414	28	9	95	Mick
5	1	38	1	1	3	216	414	58	11	96	Mulvaney,
5	1	38	1	1	4	279	414	32	9	96	Black
2	1	39	0	0	0	353	420	30	6	-1	
3	1	39	1	0	0	353	420	30	6	-1	
4	1	39	1	1	0	353	420	30	6	-1	
5	1	39	1	1	1	353	420	30	6	0	ete
2	1	40	0	0	0	971	415	45	9	-1	
3	1	40	1	0	0	971	415	45	9	-1	
4	1	40	1	1	0	971	415	45	9	-1	
5	1	40	1	1	1	971	415	22	9	53	‘S&P
5	1	40	1	1	2	996	416	20	8	63	500
2	1	41	0	0	0	1047	415	42	9	-1	
3	1	41	1	0	0	1047	415	42	9	-1	
4	1	41	1	1	0	1047	415	42	9	-1	
5	1	41	1	1	1	1045	405	33	28	42	1.71%
5	1	41	1	1	2	1086	415	3	9	52	4
2	1	42	0	0	0	353	427	18	6	-1	
3	1	42	1	0	0	353	427	18	6	-1	
4	1	42	1	1	0	353	427	18	6	-1	
5	1	42	1	1	1	353	427	18	6	32	bay
2	1	43	0	0	0	416	424	175	9	-1	
3	1	43	1	0	0	416	424	175	9	-1	
4	1	43	1	1	0	416	424	175	9	-1	
5	1	43	1	1	1	416	424	39	9	88	Listen:
5	1	43	1	1	2	459	424	47	9	92	‘Modern
5	1	43	1	1	3	511	424	30	9	89	Love’
5	1	43	1	1	4	545	424	46	9	96	Podcast
2	1	44	0	0	0	726	424	37	11	-1	
3	1	44	1	0	0	726	424	37	11	-1	
4	1	44	1	1	0	726	424	37	11	-1	
