level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1280	10951	-1	
2	1	1	0	0	0	161	6	208	10	-1	
3	1	1	1	0	0	161	6	208	10	-1	
4	1	1	1	1	0	161	6	208	10	-1	
5	1	1	1	1	1	161	6	25	8	91	DOW
5	1	1	1	1	2	189	6	36	10	96	JONES,
5	1	1	1	1	3	228	6	7	8	87	A
5	1	1	1	1	4	238	6	31	8	87	NEWS
5	1	1	1	1	5	272	6	83	8	89	CORPCOMPANY
5	1	1	1	1	6	361	7	8	6	42	¥
2	1	2	0	0	0	197	31	39	10	-1	
3	1	2	1	0	0	197	31	39	10	-1	
4	1	2	1	1	0	197	31	39	10	-1	
5	1	2	1	1	1	197	31	39	10	0	cotez
2	1	3	0	0	0	352	31	11	10	-1	
3	1	3	1	0	0	352	31	11	10	-1	
4	1	3	1	1	0	352	31	11	10	-1	
5	1	3	1	1	1	352	31	11	10	83	Ne
2	1	4	0	0	0	396	31	17	10	-1	
3	1	4	1	0	0	396	31	17	10	-1	
4	1	4	1	1	0	396	31	17	10	-1	
5	1	4	1	1	1	396	31	17	10	26	cs
2	1	5	0	0	0	626	31	34	10	-1	
3	1	5	1	0	0	626	31	34	10	-1	
4	1	5	1	1	0	626	31	34	10	-1	
5	1	5	1	1	1	626	31	34	10	26	rae]
2	1	6	0	0	0	838	31	28	10	-1	
3	1	6	1	0	0	838	31	28	10	-1	
4	1	6	1	1	0	838	31	28	10	-1	
5	1	6	1	1	1	838	31	28	10	0	Sara
2	1	7	0	0	0	1014	34	5	7	-1	
3	1	7	1	0	0	1014	34	5	7	-1	
4	1	7	1	1	0	1014	34	5	7	-1	
5	1	7	1	1	1	1014	34	5	7	42	ul
2	1	8	0	0	0	1036	31	31	10	-1	
3	1	8	1	0	0	1036	31	31	10	-1	
4	1	8	1	1	0	1036	31	31	10	-1	
5	1	8	1	1	1	1036	31	31	10	18	ane)
2	1	9	0	0	0	1016	72	50	9	-1	
3	1	9	1	0	0	1016	72	50	9	-1	
4	1	9	1	1	0	1016	72	50	9	-1	
5	1	9	1	1	1	1016	72	50	9	88	Subscribe
2	1	10	0	0	0	1085	73	34	10	-1	
3	1	10	1	0	0	1085	73	34	10	-1	
4	1	10	1	1	0	1085	73	34	10	-1	
5	1	10	1	1	1	1085	73	34	10	80	Signin
2	1	11	0	0	0	365	72	550	48	-1	
3	1	11	1	0	0	365	72	550	48	-1	
4	1	11	1	1	0	365	72	550	48	-1	
5	1	11	1	1	1	365	72	81	48	96	THE
5	1	11	1	1	2	456	72	107	48	96	WALL
5	1	11	1	1	3	575	72	148	48	95	STREET
5	1	11	1	1	4	734	72	181	48	95	JOURNAL.
2	1	12	0	0	0	986	99	101	16	-1	
3	1	12	1	0	0	986	99	101	16	-1	
4	1	12	1	1	0	986	99	101	16	-1	
5	1	12	1	1	1	986	99	55	16	96	Special
5	1	12	1	1	2	1046	99	41	13	96	Offer
2	1	13	0	0	0	478	132	88	11	-1	
3	1	13	1	0	0	478	132	88	11	-1	
4	1	13	1	1	0	478	132	88	11	-1	
5	1	13	1	1	1	478	132	37	11	89	English
5	1	13	1	1	2	519	132	35	9	92	Edition
5	1	13	1	1	3	560	134	6	4	2	*
2	1	14	0	0	0	588	132	79	11	-1	
3	1	14	1	0	0	588	132	79	11	-1	
4	1	14	1	1	0	588	132	79	11	-1	
5	1	14	1	1	1	588	132	32	9	90	March
5	1	14	1	1	2	624	132	13	11	82	10,
5	1	14	1	1	3	640	132	27	9	82	2020
2	1	15	0	0	0	689	132	63	9	-1	
3	1	15	1	0	0	689	132	63	9	-1	
4	1	15	1	1	0	689	132	63	9	-1	
5	1	15	1	1	1	689	132	24	9	85	Print
5	1	15	1	1	2	716	132	36	9	85	Edition
2	1	16	0	0	0	774	133	29	8	-1	
3	1	16	1	0	0	774	133	29	8	-1	
4	1	16	1	1	0	774	133	29	8	-1	
5	1	16	1	1	1	774	133	29	8	94	Video
2	1	17	0	0	0	224	161	35	10	-1	
3	1	17	1	0	0	224	161	35	10	-1	
4	1	17	1	1	0	224	161	35	10	-1	
5	1	17	1	1	1	224	161	35	10	96	Home
2	1	18	0	0	0	280	161	37	10	-1	
3	1	18	1	0	0	280	161	37	10	-1	
4	1	18	1	1	0	280	161	37	10	-1	
5	1	18	1	1	1	280	161	37	10	94	World
2	1	19	0	0	0	338	161	20	10	-1	
3	1	19	1	0	0	338	161	20	10	-1	
4	1	19	1	1	0	338	161	20	10	-1	
5	1	19	1	1	1	338	161	20	10	76	us.
2	1	20	0	0	0	382	161	43	10	-1	
3	1	20	1	0	0	382	161	43	10	-1	
4	1	20	1	1	0	382	161	43	10	-1	
5	1	20	1	1	1	382	161	43	10	78	Politics
2	1	21	0	0	0	447	161	55	12	-1	
3	1	21	1	0	0	447	161	55	12	-1	
4	1	21	1	1	0	447	161	55	12	-1	
5	1	21	1	1	1	447	161	55	12	94	Economy
2	1	22	0	0	0	524	161	53	10	-1	
3	1	22	1	0	0	524	161	53	10	-1	
4	1	22	1	1	0	524	161	53	10	-1	
5	1	22	1	1	1	524	161	53	10	88	Business
2	1	23	0	0	0	598	161	28	10	-1	
3	1	23	1	0	0	598	161	28	10	-1	
4	1	23	1	1	0	598	161	28	10	-1	
5	1	23	1	1	1	598	161	28	10	96	Tech
2	1	24	0	0	0	648	161	50	10	-1	
3	1	24	1	0	0	648	161	50	10	-1	
4	1	24	1	1	0	648	161	50	10	-1	
5	1	24	1	1	1	648	161	50	10	82	Markets
2	1	25	0	0	0	719	161	47	12	-1	
3	1	25	1	0	0	719	161	47	12	-1	
4	1	25	1	1	0	719	161	47	12	-1	
5	1	25	1	1	1	719	161	47	12	96	Opinion
2	1	26	0	0	0	788	161	63	10	-1	
3	1	26	1	0	0	788	161	63	10	-1	
4	1	26	1	1	0	788	161	63	10	-1	
