level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1280	18025	-1	
2	1	1	0	0	0	58	17	31	12	-1	
3	1	1	1	0	0	58	17	31	12	-1	
4	1	1	1	1	0	58	17	31	12	-1	
5	1	1	1	1	1	58	20	16	9	16	en
2	1	2	0	0	0	114	18	10	9	-1	
3	1	2	1	0	0	114	18	10	9	-1	
4	1	2	1	1	0	114	18	10	9	-1	
5	1	2	1	1	1	114	18	10	9	77	ite
2	1	3	0	0	0	139	20	12	7	-1	
3	1	3	1	0	0	139	20	12	7	-1	
4	1	3	1	1	0	139	20	12	7	-1	
5	1	3	1	1	1	139	20	12	7	89	ou
2	1	4	0	0	0	182	17	113	13	-1	
3	1	4	1	0	0	182	17	113	13	-1	
4	1	4	1	1	0	182	17	113	13	-1	
5	1	4	1	1	1	193	18	10	9	71	to
5	1	4	1	1	2	208	20	18	7	96	our
5	1	4	1	1	3	231	17	44	13	95	Privacy
5	1	4	1	1	4	280	17	15	10	95	Pol
2	1	5	0	0	0	321	16	129	11	-1	
3	1	5	1	0	0	321	16	129	11	-1	
4	1	5	1	1	0	321	16	129	11	-1	
5	1	5	1	1	1	321	17	20	10	0	PR
5	1	5	1	1	2	346	20	19	7	0	a
5	1	5	1	1	3	369	16	54	11	44	es
5	1	5	1	1	4	419	8	10	28	0	A
5	1	5	1	1	5	429	17	5	10	0	e
2	1	6	0	0	0	1240	14	16	16	-1	
3	1	6	1	0	0	1240	14	16	16	-1	
4	1	6	1	1	0	1240	14	16	16	-1	
5	1	6	1	1	1	1240	14	16	16	23	Od
2	1	7	0	0	0	1190	65	56	10	-1	
3	1	7	1	0	0	1190	65	56	10	-1	
4	1	7	1	1	0	1190	65	56	10	-1	
5	1	7	1	1	1	1190	65	56	10	17	Pa
2	1	8	0	0	0	140	68	24	10	-1	
3	1	8	1	0	0	140	68	24	10	-1	
4	1	8	1	1	0	140	68	24	10	-1	
5	1	8	1	1	1	140	68	24	10	20	is
2	1	9	0	0	0	185	68	36	10	-1	
3	1	9	1	0	0	185	68	36	10	-1	
4	1	9	1	1	0	185	68	36	10	-1	
5	1	9	1	1	1	185	68	36	10	6	aC)
2	1	10	0	0	0	242	68	47	13	-1	
3	1	10	1	0	0	242	68	47	13	-1	
4	1	10	1	1	0	242	68	47	13	-1	
5	1	10	1	1	1	242	68	47	13	36	Oia
2	1	11	0	0	0	311	68	8	10	-1	
3	1	11	1	0	0	311	68	8	10	-1	
4	1	11	1	1	0	311	68	8	10	-1	
5	1	11	1	1	1	311	68	8	10	25	i
2	1	12	0	0	0	378	68	89	10	-1	
3	1	12	1	0	0	378	68	89	10	-1	
4	1	12	1	1	0	378	68	89	10	-1	
5	1	12	1	1	1	378	68	89	10	12	eT
2	1	13	0	0	0	488	68	56	10	-1	
3	1	13	1	0	0	488	68	56	10	-1	
4	1	13	1	1	0	488	68	56	10	-1	
5	1	13	1	1	1	488	68	56	10	21	Creare’
2	1	14	0	0	0	589	68	29	13	-1	
3	1	14	1	0	0	589	68	29	13	-1	
4	1	14	1	1	0	589	68	29	13	-1	
5	1	14	1	1	1	589	68	29	13	12	EI
2	1	15	0	0	0	639	68	17	10	-1	
3	1	15	1	0	0	639	68	17	10	-1	
4	1	15	1	1	0	639	68	17	10	-1	
5	1	15	1	1	1	644	59	8	28	35	Ww
2	1	16	0	0	0	677	68	66	10	-1	
3	1	16	1	0	0	677	68	66	10	-1	
4	1	16	1	1	0	677	68	66	10	-1	
5	1	16	1	1	1	703	68	40	10	9	EL
2	1	17	0	0	0	765	68	37	10	-1	
3	1	17	1	0	0	765	68	37	10	-1	
4	1	17	1	1	0	765	68	37	10	-1	
5	1	17	1	1	1	765	68	37	10	30	fica)
2	1	18	0	0	0	823	68	32	10	-1	
3	1	18	1	0	0	823	68	32	10	-1	
4	1	18	1	1	0	823	68	32	10	-1	
5	1	18	1	1	1	823	68	32	10	95	More
2	1	19	0	0	0	1095	64	14	15	-1	
3	1	19	1	0	0	1095	64	14	15	-1	
4	1	19	1	1	0	1095	64	14	15	-1	
5	1	19	1	1	1	1095	64	14	15	92	Q
2	1	20	0	0	0	1130	66	31	12	-1	
3	1	20	1	0	0	1130	66	31	12	-1	
4	1	20	1	1	0	1130	66	31	12	-1	
5	1	20	1	1	1	1130	66	31	12	96	Login
2	1	21	0	0	0	58	76	55	23	-1	
3	1	21	1	0	0	58	76	55	23	-1	
4	1	21	1	1	0	58	76	55	23	-1	
5	1	21	1	1	1	58	76	55	23	96	FOX
2	1	22	0	0	0	30	102	85	22	-1	
3	1	22	1	0	0	30	102	85	22	-1	
4	1	22	1	1	0	30	102	85	22	-1	
5	1	22	1	1	1	30	102	85	22	73	/NEWS
2	1	23	0	0	0	140	118	56	11	-1	
3	1	23	1	0	0	140	118	56	11	-1	
4	1	23	1	1	0	140	118	56	11	-1	
5	1	23	1	1	1	140	118	18	9	96	Hot
5	1	23	1	1	2	161	118	35	11	68	Topics
2	1	24	0	0	0	211	118	79	12	-1	
3	1	24	1	0	0	211	118	79	12	-1	
4	1	24	1	1	0	211	118	79	12	-1	
5	1	24	1	1	1	211	118	31	11	92	Super
5	1	24	1	1	2	245	118	45	12	96	Tuesday
2	1	25	0	0	0	319	118	103	9	-1	
3	1	25	1	0	0	319	118	103	9	-1	
4	1	25	1	1	0	319	118	103	9	-1	
5	1	25	1	1	1	319	118	64	9	93	Coronavirus
5	1	25	1	1	2	387	118	35	9	94	deaths
2	1	26	0	0	0	451	118	53	9	-1	
3	1	26	1	0	0	451	118	53	9	-1	
4	1	26	1	1	0	451	118	53	9	-1	
5	1	26	1	1	1	451	118	20	9	89	Joe
5	1	26	1	1	2	475	118	29	9	95	Biden
2	1	27	0	0	0	51	132	43	10	-1	
3	1	27	1	0	0	51	132	43	10	-1	
4	1	27	1	1	0	51	132	43	10	-1	
5	1	27	1	1	1	70	132	24	10	12	ry
2	1	28	0	0	0	451	193	14	15	-1	
3	1	28	1	0	0	451	193	14	15	-1	
4	1	28	1	1	0	451	193	14	15	-1	
5	1	28	1	1	1	451	193	14	15	37	4
2	1	29	0	0	0	854	192	50	40	-1	
3	1	29	1	0	0	854	192	50	40	-1	
4	1	29	1	1	0	854	192	50	40	-1	
5	1	29	1	1	1	854	192	50	40	0	Y
2	1	30	0	0	0	656	254	447	24	-1	
3	1	30	1	0	0	656	254	447	24	-1	
4	1	30	1	1	0	656	254	447	24	-1	
5	1	30	1	1	1	656	254	45	19	95	MD:
5	1	30	1	1	2	712	254	15	19	95	If
5	1	30	1	1	3	733	254	46	19	96	You
5	1	30	1	1	4	789	254	60	19	96	Have
5	1	30	1	1	5	858	254	56	19	96	Dark
5	1	30	1	1	6	923	254	77	24	96	Spots,
5	1	30	1	1	7	1010	254	32	19	96	Do
5	1	30	1	1	8	1051	254	52	19	96	This
2	1	31	0	0	0	723	282	312	24	-1	
3	1	31	1	0	0	723	282	312	24	-1	
4	1	31	1	1	0	723	282	312	24	-1	
5	1	31	1	1	1	723	282	148	24	95	Immediately
5	1	31	1	1	2	880	282	43	24	95	(It's
5	1	31	1	1	3	932	282	103	24	96	Genius!)
2	1	32	0	0	0	190	473	5	6	-1	
3	1	32	1	0	0	190	473	5	6	-1	
4	1	32	1	1	0	190	473	5	6	-1	
5	1	32	1	1	1	190	473	5	6	13	i
2	1	33	0	0	0	244	472	5	6	-1	
3	1	33	1	0	0	244	472	5	6	-1	
4	1	33	1	1	0	244	472	5	6	-1	
5	1	33	1	1	1	244	472	5	6	1	rn
2	1	34	0	0	0	607	449	104	33	-1	
3	1	34	1	0	0	607	449	104	33	-1	
4	1	34	1	1	0	607	449	104	33	-1	
5	1	34	1	1	1	607	449	104	33	4	ao.
2	1	35	0	0	0	632	484	88	10	-1	
3	1	35	1	0	0	632	484	88	10	-1	
4	1	35	1	1	0	632	484	88	10	-1	
5	1	35	1	1	1	632	484	88	10	45	——
2	1	36	0	0	0	142	505	67	12	-1	
3	1	36	1	0	0	142	505	67	12	-1	
4	1	36	1	1	0	142	505	67	12	-1	
5	1	36	1	1	1	142	508	45	9	26	Crab
5	1	36	1	1	2	196	505	13	12	22	tl
2	1	37	0	0	0	265	505	21	11	-1	
3	1	37	1	0	0	265	505	21	11	-1	
4	1	37	1	1	0	265	505	21	11	-1	
5	1	37	1	1	1	265	505	21	11	31	“e
2	1	38	0	0	0	627	499	104	15	-1	
3	1	38	1	0	0	627	499	104	15	-1	
4	1	38	1	1	0	627	499	104	15	-1	
5	1	38	1	1	1	701	499	30	9	31	ae
2	1	39	0	0	0	68	517	29	10	-1	
3	1	39	1	0	0	68	517	29	10	-1	
4	1	39	1	1	0	68	517	29	10	-1	
5	1	39	1	1	1	68	517	29	10	17	ord
2	1	40	0	0	0	158	525	21	12	-1	
3	1	40	1	0	0	158	525	21	12	-1	
4	1	40	1	1	0	158	525	21	12	-1	
5	1	40	1	1	1	158	525	21	12	29	a
5	1	40	1	1	2	172	521	8	24	51	|
2	1	41	0	0	0	271	520	26	11	-1	
3	1	41	1	0	0	271	520	26	11	-1	
4	1	41	1	1	0	271	520	26	11	-1	
5	1	41	1	1	1	276	512	8	28	50	Ww
2	1	42	0	0	0	387	493	34	35	-1	
3	1	42	1	0	0	387	493	34	35	-1	
4	1	42	1	1	0	387	493	34	35	-1	
5	1	42	1	1	1	387	493	34	35	60	@
2	1	43	0	0	0	424	522	24	5	-1	
3	1	43	1	0	0	424	522	24	5	-1	
4	1	43	1	1	0	424	522	24	5	-1	
5	1	43	1	1	1	424	522	24	5	30	an
2	1	44	0	0	0	892	516	33	11	-1	
3	1	44	1	0	0	892	516	33	11	-1	
4	1	44	1	1	0	892	516	33	11	-1	
5	1	44	1	1	1	892	516	33	11	39	aA
2	1	45	0	0	0	45	532	48	16	-1	
3	1	45	1	0	0	45	532	48	16	-1	
4	1	45	1	1	0	45	532	48	16	-1	
5	1	45	1	1	1	45	532	48	16	27	bade
2	1	46	0	0	0	160	542	6	5	-1	
3	1	46	1	0	0	160	542	6	5	-1	
4	1	46	1	1	0	160	542	6	5	-1	
5	1	46	1	1	1	160	542	6	5	22	i
2	1	47	0	0	0	236	540	19	12	-1	
3	1	47	1	0	0	236	540	19	12	-1	
4	1	47	1	1	0	236	540	19	12	-1	
5	1	47	1	1	1	246	540	9	12	0	a
2	1	48	0	0	0	434	530	58	11	-1	
3	1	48	1	0	0	434	530	58	11	-1	
4	1	48	1	1	0	434	530	58	11	-1	
5	1	48	1	1	1	434	530	58	11	10	aS
2	1	49	0	0	0	773	522	16	21	-1	
3	1	49	1	0	0	773	522	16	21	-1	
4	1	49	1	1	0	773	522	16	21	-1	
5	1	49	1	1	1	773	522	16	21	63	a
2	1	50	0	0	0	986	463	255	92	-1	
3	1	50	1	0	0	986	463	255	92	-1	
4	1	50	1	1	0	986	463	255	92	-1	
5	1	50	1	1	1	986	463	255	92	43	ae
2	1	51	0	0	0	451	526	43	51	-1	
3	1	51	1	0	0	451	526	43	51	-1	
4	1	51	1	1	0	451	526	43	51	-1	
5	1	51	1	1	1	451	526	43	51	0	)
2	1	52	0	0	0	992	556	244	18	-1	
3	1	52	1	0	0	992	556	244	18	-1	
4	1	52	1	1	0	992	556	244	18	-1	
5	1	52	1	1	1	992	556	94	18	96	PRESIDENT
5	1	52	1	1	2	1092	556	76	18	96	DONALD
5	1	52	1	1	3	1175	557	61	17	96	TRUMP
2	1	53	0	0	0	50	578	138	16	-1	
3	1	53	1	0	0	50	578	138	16	-1	
4	1	53	1	1	0	50	578	138	16	-1	
5	1	53	1	1	1	50	578	21	12	49	ES
5	1	53	1	1	2	70	574	22	29	21	tie
5	1	53	1	1	3	104	574	8	29	21	Si
5	1	53	1	1	4	140	574	8	29	38	re
5	1	53	1	1	5	171	588	8	6	29	oa
2	1	54	0	0	0	215	587	11	7	-1	
3	1	54	1	0	0	215	587	11	7	-1	
4	1	54	1	1	0	215	587	11	7	-1	
5	1	54	1	1	1	215	587	11	7	33	a
2	1	55	0	0	0	47	592	19	6	-1	
3	1	55	1	0	0	47	592	19	6	-1	
4	1	55	1	1	0	47	592	19	6	-1	
5	1	55	1	1	1	47	592	19	6	27	Ve
2	1	56	0	0	0	582	599	4	3	-1	
3	1	56	1	0	0	582	599	4	3	-1	
4	1	56	1	1	0	582	599	4	3	-1	
5	1	56	1	1	1	582	599	4	3	0	‘,
2	1	57	0	0	0	629	551	71	58	-1	
3	1	57	1	0	0	629	541	148	68	-1	
4	1	57	1	1	0	629	551	71	58	-1	
5	1	57	1	1	1	629	551	71	58	0	<Q
2	1	58	0	0	0	1003	582	221	19	-1	
3	1	58	1	0	0	1003	582	221	19	-1	
4	1	58	1	1	0	1003	582	221	19	-1	
5	1	58	1	1	1	1003	582	119	19	96	TONIGHT
5	1	58	1	1	2	1132	582	57	19	96	9PM
5	1	58	1	1	3	1199	583	25	18	96	ET
2	1	59	0	0	0	81	627	53	18	-1	
3	1	59	1	0	0	81	627	53	18	-1	
4	1	59	1	1	0	81	627	53	18	-1	
5	1	59	1	1	1	81	627	53	18	46	Ex
2	1	60	0	0	0	418	592	67	56	-1	
3	1	60	1	0	0	418	592	67	56	-1	
4	1	60	1	1	0	418	592	67	56	-1	
5	1	60	1	1	1	418	592	67	56	49	Z|
2	1	61	0	0	0	611	646	12	2	-1	
3	1	61	1	0	0	611	646	12	2	-1	
4	1	61	1	1	0	611	646	12	2	-1	
